Date,Open,High,Low,Close,Adj Close,Volume
2000-07-22,108.510002,109.870003,107.830002,109.739998,109.739998,0
2000-07-29,109.760002,111.650002,109.349998,110.849998,110.849998,0
2000-08-05,110.849998,111.709999,110.290001,111.209999,111.209999,0
2000-08-12,111.209999,111.589996,110.099998,111.010002,111.010002,0
2000-08-19,110.930000,112.260002,110.839996,111.349998,111.349998,0
2000-08-26,111.260002,112.930000,111.070000,111.419998,111.419998,0
2000-09-02,111.610001,114.900002,111.500000,114.339996,114.339996,0
2000-09-09,114.809998,115.989998,114.120003,115.940002,115.940002,0
2000-09-16,116.110001,116.750000,111.620003,113.559998,113.559998,0
2000-09-23,113.419998,114.199997,112.639999,113.250000,113.250000,0
2000-09-30,113.139999,115.029999,112.949997,114.849998,114.849998,0
2000-10-07,114.660004,115.959999,113.870003,115.860001,115.860001,0
2000-10-14,115.809998,117.870003,115.510002,117.160004,117.160004,0
2000-10-21,117.190002,119.070000,117.000000,117.389999,117.389999,0
2000-10-28,117.370003,117.690002,112.750000,114.970001,114.970001,0
2000-11-04,114.919998,116.620003,114.349998,115.790001,115.790001,0
2000-11-11,115.730003,117.349998,115.269997,117.309998,117.309998,0
2000-11-18,117.199997,118.690002,116.919998,118.480003,118.480003,0
2000-11-25,118.540001,118.610001,114.610001,114.730003,114.730003,0
2000-12-02,114.699997,114.940002,112.790001,114.050003,114.050003,0
2000-12-09,114.070000,115.180000,112.480003,112.900002,112.900002,0
2000-12-16,112.980003,113.660004,110.470001,110.820000,110.820000,0
2000-12-23,110.459999,110.830002,109.459999,109.559998,109.559998,0
2000-12-30,109.330002,110.400002,108.089996,108.419998,108.419998,0
2001-01-06,108.330002,110.099998,108.230003,109.360001,109.360001,0
2001-01-13,109.940002,111.099998,109.370003,110.660004,110.660004,0
2001-01-20,110.529999,112.650002,109.739998,111.459999,111.459999,0
2001-01-27,111.529999,112.080002,109.400002,110.320000,110.320000,0
2001-02-03,110.199997,112.570000,109.480003,111.519997,111.519997,0
2001-02-10,111.650002,113.279999,111.040001,112.260002,112.260002,0
2001-02-17,112.519997,113.620003,111.680000,112.029999,112.029999,0
2001-02-24,112.169998,113.070000,110.820000,111.169998,111.169998,0
2001-03-03,111.129997,112.010002,110.930000,111.440002,111.440002,0
2001-03-10,111.470001,115.760002,111.379997,115.320000,115.320000,0
2001-03-17,115.260002,116.790001,113.790001,115.940002,115.940002,0
2001-03-24,116.050003,117.629997,114.949997,117.370003,117.370003,0
2001-03-31,117.699997,117.820000,114.360001,114.750000,114.750000,0
2001-04-07,114.709999,116.660004,114.610001,115.540001,115.540001,0
2001-04-14,116.370003,117.559998,114.230003,114.320000,114.320000,0
2001-04-21,114.190002,115.849998,113.860001,115.620003,115.620003,0
2001-04-28,115.669998,116.139999,114.269997,114.930000,114.930000,0
2001-05-05,115.160004,117.080002,115.089996,116.839996,116.839996,0
2001-05-12,116.959999,117.339996,115.739998,116.410004,116.410004,0
2001-05-19,116.370003,118.760002,116.139999,118.180000,118.180000,0
2001-05-26,118.040001,119.389999,117.970001,118.889999,118.889999,0
2001-06-02,119.139999,119.660004,118.320000,119.209999,119.209999,0
2001-06-09,119.349998,120.330002,117.430000,118.290001,118.290001,0
2001-06-16,118.199997,119.620003,118.010002,118.910004,118.910004,0
2001-06-23,118.760002,120.129997,117.790001,119.430000,119.430000,0
2001-06-30,119.389999,121.019997,119.239998,119.900002,119.900002,0
2001-07-07,119.930000,120.199997,118.120003,119.330002,119.330002,0
2001-07-14,119.220001,119.930000,116.650002,117.209999,117.209999,0
2001-07-21,117.470001,118.099998,116.339996,116.940002,116.940002,0
2001-07-28,116.879997,117.459999,115.800003,116.139999,116.139999,0
2001-08-04,116.260002,117.160004,114.989998,115.290001,115.290001,0
2001-08-11,115.269997,115.419998,112.449997,112.989998,112.989998,0
2001-08-18,113.080002,113.820000,112.320000,113.330002,113.330002,0
2001-08-25,113.400002,114.269997,112.540001,113.419998,113.419998,0
2001-09-01,113.480003,116.080002,113.400002,114.050003,114.050003,0
2001-09-08,113.919998,114.830002,113.779999,114.570000,114.570000,0
2001-09-15,111.980003,113.440002,111.309998,113.040001,113.040001,0
2001-09-22,112.809998,113.690002,112.040001,113.480003,113.480003,0
2001-09-29,113.690002,113.730003,112.559998,112.910004,112.910004,0
2001-10-06,112.739998,114.870003,112.269997,113.889999,113.889999,0
2001-10-13,113.480003,115.040001,113.400002,114.860001,114.860001,0
2001-10-20,114.889999,116.269997,114.790001,115.650002,115.650002,0
2001-10-27,115.180000,115.610001,113.660004,114.540001,114.540001,0
2001-11-03,114.879997,115.519997,114.169998,115.089996,115.089996,0
2001-11-10,115.129997,116.830002,114.339996,116.410004,116.410004,0
2001-11-17,116.660004,117.419998,116.330002,117.330002,117.330002,0
2001-11-24,117.129997,117.430000,115.220001,116.129997,116.129997,0
2001-12-01,115.610001,116.639999,115.480003,116.150002,116.150002,0
2001-12-08,116.059998,116.760002,114.830002,114.930000,114.930000,0
2001-12-15,115.029999,117.059998,114.430000,116.980003,116.980003,0
2001-12-22,116.650002,118.260002,116.559998,117.260002,117.260002,0
2001-12-29,117.260002,117.419998,115.540001,116.330002,116.330002,0
2002-01-05,115.980003,117.349998,115.849998,116.639999,116.639999,0
2002-01-12,116.510002,118.110001,116.339996,117.510002,117.510002,0
2002-01-19,117.599998,119.989998,117.349998,119.849998,119.849998,0
2002-01-26,119.699997,120.510002,119.120003,119.790001,119.790001,0
2002-02-02,119.830002,119.930000,118.739998,118.980003,118.980003,0
2002-02-09,119.080002,119.370003,118.099998,118.599998,118.599998,0
2002-02-16,118.459999,119.370003,118.089996,118.480003,118.480003,0
2002-02-23,118.580002,120.040001,118.410004,119.400002,119.400002,0
2002-03-02,119.379997,119.489998,116.760002,117.989998,117.989998,0
2002-03-09,117.949997,118.430000,116.820000,117.220001,117.220001,0
2002-03-16,117.660004,118.239998,117.050003,118.050003,118.050003,0
2002-03-23,118.129997,118.800003,117.769997,118.620003,118.620003,0
2002-03-30,118.559998,118.699997,117.120003,117.690002,117.690002,0
2002-04-06,117.839996,118.349998,117.180000,117.739998,117.739998,0
2002-04-13,117.480003,117.790001,116.190002,116.290001,116.290001,0
2002-04-20,116.550003,116.779999,115.000000,115.040001,115.040001,0
2002-04-27,114.980003,115.389999,113.500000,113.589996,113.589996,0
2002-05-04,113.849998,115.089996,113.389999,113.949997,113.949997,0
2002-05-11,113.769997,115.320000,112.910004,113.000000,113.000000,0
2002-05-18,113.059998,113.379997,112.160004,112.800003,112.800003,0
2002-05-25,112.870003,113.110001,110.879997,111.809998,111.809998,0
2002-06-01,111.930000,112.040001,110.559998,110.989998,110.989998,0
2002-06-08,111.389999,111.470001,110.260002,110.760002,110.760002,0
2002-06-15,110.830002,111.129997,107.959999,108.190002,108.190002,0
2002-06-22,108.070000,108.529999,105.370003,106.110001,106.110001,0
2002-06-29,105.760002,107.879997,105.669998,107.669998,107.669998,0
2002-07-06,106.459999,107.699997,105.440002,105.889999,105.889999,0
2002-07-13,105.360001,105.889999,103.540001,104.059998,104.059998,0
2002-07-20,104.339996,106.820000,104.099998,106.610001,106.610001,0
2002-07-27,106.699997,107.910004,106.279999,106.669998,106.669998,0
2002-08-03,107.019997,109.000000,106.550003,108.209999,108.209999,0
2002-08-10,107.760002,108.300003,106.180000,106.720001,106.720001,0
2002-08-17,106.639999,108.480003,106.349998,107.970001,107.970001,0
2002-08-24,108.139999,108.260002,106.269997,106.980003,106.980003,0
2002-08-31,106.430000,106.839996,105.410004,106.839996,106.839996,0
2002-09-07,106.730003,108.279999,106.580002,108.059998,108.059998,0
2002-09-14,108.470001,109.669998,106.779999,107.529999,107.529999,0
2002-09-21,107.519997,108.129997,107.029999,107.529999,107.529999,0
2002-09-28,107.080002,108.070000,106.500000,107.599998,107.599998,0
2002-10-05,107.760002,108.139999,106.709999,107.250000,107.250000,0
2002-10-12,107.050003,108.620003,106.959999,108.519997,108.519997,0
2002-10-19,108.379997,108.739998,107.610001,107.919998,107.919998,0
2002-10-26,108.199997,108.330002,105.750000,106.080002,106.080002,0
2002-11-02,106.089996,106.419998,104.339996,104.500000,104.500000,0
2002-11-09,104.570000,105.650002,104.120003,105.040001,105.040001,0
2002-11-16,105.139999,106.199997,104.709999,106.120003,106.120003,0
2002-11-23,106.269997,106.970001,106.099998,106.410004,106.410004,0
2002-11-30,106.570000,107.309998,104.919998,105.360001,105.360001,0
2002-12-07,105.160004,105.629997,103.830002,103.980003,103.980003,0
2002-12-14,103.879997,104.279999,103.099998,103.459999,103.459999,0
2002-12-21,103.199997,103.980003,102.389999,102.410004,102.410004,0
2002-12-28,102.419998,103.199997,101.820000,102.470001,102.470001,0
2003-01-04,102.279999,102.970001,101.220001,101.230003,101.230003,0
2003-01-11,101.419998,101.699997,100.309998,100.550003,100.550003,0
2003-01-18,100.879997,100.959999,99.129997,99.220001,99.220001,0
2003-01-25,99.230003,100.190002,98.760002,99.910004,99.910004,0
2003-02-01,100.260002,100.440002,98.650002,99.570000,99.570000,0
2003-02-08,99.639999,100.889999,99.410004,100.040001,100.040001,0
2003-02-15,100.250000,100.690002,99.379997,100.089996,100.089996,0
2003-02-22,100.129997,100.449997,99.239998,99.709999,99.709999,0
2003-03-01,99.739998,99.919998,97.570000,98.040001,98.040001,0
2003-03-08,97.910004,100.410004,97.570000,99.989998,99.989998,0
2003-03-15,99.260002,102.150002,99.230003,101.919998,101.919998,0
2003-03-22,101.370003,101.639999,99.790001,99.959999,99.959999,0
2003-03-29,99.949997,100.750000,98.699997,100.449997,100.449997,0
2003-04-05,100.860001,101.809998,99.540001,100.180000,100.180000,0
2003-04-12,100.279999,100.430000,98.680000,99.300003,99.300003,0
2003-04-19,99.209999,99.860001,98.139999,98.360001,98.360001,0
2003-04-26,98.290001,98.980003,96.269997,96.760002,96.760002,0
2003-05-03,96.800003,96.839996,94.680000,94.980003,94.980003,0
2003-05-10,94.550003,95.379997,94.059998,94.080002,94.080002,0
2003-05-17,93.559998,94.010002,92.889999,93.050003,93.050003,0
2003-05-24,92.650002,93.919998,92.209999,93.269997,93.269997,0
2003-05-31,93.730003,94.050003,92.250000,93.480003,93.480003,0
2003-06-07,93.489998,93.669998,92.199997,92.220001,92.220001,0
2003-06-14,92.180000,94.269997,91.879997,94.040001,94.040001,0
2003-06-21,94.059998,95.279999,93.500000,95.150002,95.150002,0
2003-06-28,95.080002,95.339996,93.959999,94.550003,94.550003,0
2003-07-05,94.519997,96.150002,94.489998,95.800003,95.800003,0
2003-07-12,95.989998,97.449997,95.739998,96.860001,96.860001,0
2003-07-19,96.709999,96.870003,94.709999,94.959999,94.959999,0
2003-07-26,95.040001,97.550003,94.790001,96.660004,96.660004,0
2003-08-02,96.559998,96.650002,95.559998,96.360001,96.360001,0
2003-08-09,96.330002,96.820000,95.690002,96.650002,96.650002,0
2003-08-16,96.559998,99.250000,96.529999,98.830002,98.830002,0
2003-08-23,99.010002,99.489998,97.870003,98.099998,98.099998,0
2003-08-30,97.879997,99.370003,97.019997,97.089996,97.089996,0
2003-09-06,97.209999,97.510002,95.779999,96.010002,96.010002,0
2003-09-13,96.129997,96.900002,94.730003,94.959999,94.959999,0
2003-09-20,93.769997,94.389999,93.389999,93.870003,93.870003,0
2003-09-27,93.849998,94.349998,92.080002,93.230003,93.230003,0
2003-10-04,93.139999,93.419998,91.250000,91.519997,91.519997,0
2003-10-11,91.930000,92.980003,91.489998,92.290001,92.290001,0
2003-10-18,91.970001,92.750000,91.010002,91.279999,91.279999,0
2003-10-25,91.430000,92.750000,91.339996,92.730003,92.730003,0
2003-11-01,92.639999,94.129997,92.489998,93.019997,93.019997,0
2003-11-08,93.180000,93.379997,91.199997,91.440002,91.440002,0
2003-11-15,91.070000,91.779999,90.209999,90.599998,90.599998,0
2003-11-22,90.620003,91.720001,90.040001,90.209999,90.209999,0
2003-11-29,90.160004,90.540001,89.059998,89.139999,89.139999,0
2003-12-06,89.089996,89.559998,88.370003,88.489998,88.489998,0
2003-12-13,89.199997,89.449997,87.769997,88.110001,88.110001,0
2003-12-20,88.279999,88.300003,87.430000,87.629997,87.629997,0
2003-12-27,87.680000,87.720001,86.360001,86.919998,86.919998,0
2004-01-03,86.430000,86.690002,84.970001,85.110001,85.110001,0
2004-01-10,85.120003,87.870003,84.800003,87.730003,87.730003,0
2004-01-17,87.650002,88.070000,85.480003,86.559998,86.559998,0
2004-01-24,86.730003,87.860001,86.160004,87.199997,87.199997,0
2004-01-31,87.139999,87.669998,85.839996,86.019997,86.019997,0
2004-02-07,86.260002,86.370003,84.739998,85.559998,85.559998,0
2004-02-14,85.529999,87.410004,84.559998,87.239998,87.239998,0
2004-02-21,87.199997,88.019997,85.989998,87.309998,87.309998,0
2004-02-28,87.099998,89.839996,87.029999,88.180000,88.180000,0
2004-03-06,88.209999,89.419998,87.599998,89.120003,89.120003,0
2004-03-13,89.169998,89.290001,87.360001,88.160004,88.160004,0
2004-03-20,88.199997,89.220001,87.449997,88.889999,88.889999,0
2004-03-27,88.849998,89.199997,87.019997,88.510002,88.510002,0
2004-04-03,88.589996,89.580002,88.080002,89.019997,89.019997,0
2004-04-10,88.930000,90.660004,88.830002,89.940002,89.940002,0
2004-04-17,89.750000,91.370003,89.389999,91.080002,91.080002,0
2004-04-24,91.260002,91.559998,90.230003,90.480003,90.480003,0
2004-05-01,90.629997,91.269997,89.220001,91.129997,91.129997,0
2004-05-08,91.160004,92.290001,91.050003,91.660004,91.660004,0
2004-05-15,91.610001,91.730003,90.070000,90.489998,90.489998,0
2004-05-22,90.519997,90.949997,88.470001,88.949997,88.949997,0
2004-05-29,88.639999,89.470001,88.379997,88.540001,88.540001,0
2004-06-05,88.410004,90.190002,88.040001,90.010002,90.010002,0
2004-06-12,90.209999,90.419998,89.040001,89.080002,89.080002,0
2004-06-19,89.070000,89.650002,88.620003,88.879997,88.879997,0
2004-06-26,88.989998,89.580002,87.940002,87.970001,87.970001,0
2004-07-03,88.029999,88.360001,87.279999,87.419998,87.419998,0
2004-07-10,87.269997,88.099998,87.089996,87.139999,87.139999,0
2004-07-17,87.099998,89.320000,87.000000,89.260002,89.260002,0
2004-07-24,89.220001,90.290001,88.760002,89.959999,89.959999,0
2004-07-31,89.709999,90.190002,88.260002,88.360001,88.360001,0
2004-08-07,88.360001,89.290001,87.879997,87.900002,87.900002,0
2004-08-14,87.870003,88.330002,87.660004,88.120003,88.120003,0
2004-08-21,88.150002,89.830002,88.040001,89.769997,89.769997,0
2004-08-28,89.800003,90.070000,88.699997,89.629997,89.629997,0
2004-09-04,89.599998,89.730003,88.110001,88.389999,88.389999,0
2004-09-11,88.290001,89.309998,88.230003,88.910004,88.910004,0
2004-09-18,88.970001,89.279999,87.860001,88.400002,88.400002,0
2004-09-25,88.279999,88.529999,87.349998,87.629997,87.629997,0
2004-10-02,87.720001,88.639999,87.349998,87.449997,87.449997,0
2004-10-09,87.449997,88.570000,86.910004,87.089996,87.089996,0
2004-10-16,87.089996,87.339996,85.820000,85.870003,85.870003,0
2004-10-23,85.470001,85.889999,84.730003,84.910004,84.910004,0
2004-10-30,84.699997,85.660004,83.970001,84.010002,84.010002,0
2004-11-06,83.879997,84.669998,83.650002,83.690002,83.690002,0
2004-11-13,83.690002,84.099998,83.010002,83.309998,83.309998,0
2004-11-20,83.269997,83.540001,81.529999,81.779999,81.779999,0
2004-11-27,81.930000,82.220001,80.940002,80.980003,80.980003,0
2004-12-04,80.959999,83.180000,80.910004,82.550003,82.550003,0
2004-12-11,82.669998,82.739998,81.379997,82.160004,82.160004,0
2004-12-18,82.040001,82.129997,81.139999,81.220001,81.220001,0
2004-12-25,81.279999,81.370003,80.389999,80.849998,80.849998,0
2005-01-01,81.050003,83.790001,80.769997,83.610001,83.610001,0
2005-01-08,83.489998,83.610001,82.000000,83.059998,83.059998,0
2005-01-15,82.930000,84.000000,82.830002,83.260002,83.260002,0
2005-01-22,83.150002,84.080002,83.010002,83.480003,83.480003,0
2005-01-29,83.599998,84.430000,83.239998,84.389999,84.389999,0
2005-02-05,84.529999,85.440002,84.360001,84.570000,84.570000,0
2005-02-12,84.459999,84.529999,83.360001,83.489998,83.489998,0
2005-02-19,83.540001,83.699997,82.400002,82.660004,82.660004,0
2005-02-26,82.570000,83.410004,82.300003,82.540001,82.540001,0
2005-03-05,82.540001,82.940002,81.279999,81.419998,81.419998,0
2005-03-12,81.320000,82.400002,81.309998,82.129997,82.129997,0
2005-03-19,82.110001,84.160004,82.059998,84.129997,84.129997,0
2005-03-26,84.300003,84.739998,83.559998,84.430000,84.430000,0
2005-04-02,84.500000,85.120003,84.320000,84.470001,84.470001,0
2005-04-09,84.489998,85.320000,83.949997,84.559998,84.559998,0
2005-04-16,84.500000,84.730003,83.360001,83.500000,83.500000,0
2005-04-23,83.510002,84.480003,83.370003,84.430000,84.430000,0
2005-04-30,84.459999,84.690002,83.750000,84.610001,84.610001,0
2005-05-07,84.660004,86.129997,84.220001,86.099998,86.099998,0
2005-05-14,86.220001,86.739998,85.769997,86.629997,86.629997,0
2005-05-21,86.650002,86.930000,86.099998,86.419998,86.419998,0
2005-05-28,86.900002,88.349998,86.860001,88.040001,88.040001,0
2005-06-04,88.000000,88.750000,87.150002,88.690002,88.690002,0
2005-06-11,88.720001,89.360001,87.680000,87.730003,87.730003,0
2005-06-18,88.169998,89.349998,87.919998,88.779999,88.779999,0
2005-06-25,88.720001,90.230003,88.320000,90.129997,90.129997,0
2005-07-02,90.279999,90.769997,89.760002,90.250000,90.250000,0
2005-07-09,90.180000,90.239998,88.279999,89.720001,89.720001,0
2005-07-16,89.779999,90.360001,88.440002,89.639999,89.639999,0
2005-07-23,89.750000,90.449997,89.150002,89.349998,89.349998,0
2005-07-30,89.410004,89.440002,87.610001,88.059998,88.059998,0
2005-08-06,88.180000,88.290001,86.760002,86.980003,86.980003,0
2005-08-13,86.889999,88.900002,86.830002,88.580002,88.580002,0
2005-08-20,88.589996,88.660004,87.430000,87.860001,87.860001,0
2005-08-27,87.739998,88.680000,86.019997,86.300003,86.300003,0
2005-09-03,86.639999,87.199997,86.239998,86.889999,86.889999,0
2005-09-10,86.839996,88.300003,86.750000,88.050003,88.050003,0
2005-09-17,88.519997,89.209999,87.750000,89.209999,89.209999,0
2005-09-24,89.379997,89.820000,89.029999,89.519997,89.519997,0
2005-10-01,89.510002,90.239998,88.529999,89.169998,89.169998,0
2005-10-08,89.050003,90.430000,88.930000,89.349998,89.349998,0
2005-10-15,89.519997,90.739998,89.160004,90.309998,90.309998,0
2005-10-22,90.320000,90.430000,88.820000,89.589996,89.589996,0
2005-10-29,89.610001,91.370003,89.400002,91.260002,91.260002,0
2005-11-05,91.389999,92.129997,91.169998,91.980003,91.980003,0
2005-11-12,91.760002,92.629997,91.500000,91.930000,91.930000,0
2005-11-19,91.870003,92.330002,91.150002,92.040001,92.040001,0
2005-11-26,92.050003,92.320000,90.800003,91.949997,91.949997,0
2005-12-03,92.000000,92.190002,91.029999,91.250000,91.250000,0
2005-12-10,91.430000,91.510002,89.519997,89.699997,89.699997,0
2005-12-17,89.599998,91.230003,89.580002,90.839996,90.839996,0
2005-12-24,90.900002,91.470001,90.519997,91.169998,91.169998,0
2005-12-31,90.750000,90.940002,88.800003,88.849998,88.849998,0
2006-01-07,88.959999,89.669998,88.730003,88.889999,88.889999,0
2006-01-14,89.110001,89.650002,88.930000,88.949997,88.949997,0
2006-01-21,88.790001,89.400002,87.830002,89.320000,89.320000,0
2006-01-28,89.269997,90.230003,88.690002,89.889999,89.889999,0
2006-02-04,89.860001,90.570000,89.699997,90.550003,90.550003,0
2006-02-11,90.550003,91.019997,90.169998,90.639999,90.639999,0
2006-02-18,90.449997,90.889999,90.089996,90.610001,90.610001,0
2006-02-25,90.860001,90.889999,89.500000,89.660004,89.660004,0
2006-03-04,89.360001,91.160004,89.279999,90.849998,90.849998,0
2006-03-11,90.830002,90.870003,88.849998,88.919998,88.919998,0
2006-03-18,89.070000,90.620003,88.949997,90.070000,90.070000,0
2006-03-25,90.050003,90.449997,89.279999,89.730003,89.730003,0
2006-04-01,89.739998,90.400002,88.440002,89.629997,89.629997,0
2006-04-08,89.599998,89.860001,89.209999,89.620003,89.620003,0
2006-04-15,88.760002,89.160004,87.730003,88.050003,88.050003,0
2006-04-22,87.730003,87.919998,86.000000,86.110001,86.110001,0
2006-04-29,85.930000,86.360001,85.000000,85.120003,85.120003,0
2006-05-06,85.089996,85.489998,83.610001,83.959999,83.959999,0
2006-05-13,83.610001,85.349998,83.599998,84.879997,84.879997,0
2006-05-20,84.910004,85.470001,84.269997,85.260002,85.260002,0
2006-05-27,85.070000,85.269997,83.910004,84.050003,84.050003,0
2006-06-03,84.059998,86.059998,83.720001,85.720001,85.720001,0
2006-06-10,85.889999,86.500000,85.660004,85.919998,85.919998,0
2006-06-17,86.010002,87.050003,85.629997,86.820000,86.820000,0
2006-06-24,86.860001,86.889999,85.139999,85.220001,85.220001,0
2006-07-01,85.199997,85.760002,84.769997,84.980003,84.980003,0
2006-07-08,85.029999,86.279999,84.970001,86.089996,86.089996,0
2006-07-15,86.169998,87.330002,85.849998,85.930000,85.930000,0
2006-07-22,85.860001,86.769997,85.320000,85.440002,85.440002,0
2006-07-29,85.389999,85.629997,84.389999,84.570000,84.570000,0
2006-08-05,84.529999,85.580002,84.419998,85.519997,85.519997,0
2006-08-12,85.489998,85.750000,84.610001,85.089996,85.089996,0
2006-08-19,85.019997,85.550003,84.419998,85.379997,85.379997,0
2006-08-26,85.389999,85.459999,84.720001,84.940002,84.940002,0
2006-09-02,84.870003,86.059998,84.730003,85.949997,85.949997,0
2006-09-09,85.970001,86.169998,85.459999,85.989998,85.989998,0
2006-09-16,86.059998,86.139999,84.910004,85.199997,85.199997,0
2006-09-23,85.180000,86.220001,84.970001,85.970001,85.970001,0
2006-09-30,86.010002,86.650002,85.470001,86.440002,86.440002,0
2006-10-07,86.529999,87.300003,86.440002,87.120003,87.120003,0
2006-10-14,87.169998,87.199997,86.139999,86.269997,86.269997,0
2006-10-21,86.300003,86.919998,85.430000,85.559998,85.559998,0
2006-10-28,85.570000,85.910004,85.150002,85.709999,85.709999,0
2006-11-04,85.699997,85.930000,84.699997,85.050003,85.050003,0
2006-11-11,85.019997,85.699997,84.839996,85.370003,85.370003,0
2006-11-18,85.339996,85.480003,83.559998,83.709999,83.709999,0
2006-11-25,83.349998,83.779999,82.360001,82.480003,82.480003,0
2006-12-02,82.360001,83.339996,82.239998,83.330002,83.330002,0
2006-12-09,83.339996,84.139999,82.879997,84.059998,84.059998,0
2006-12-16,84.029999,84.220001,83.209999,83.940002,83.940002,0
2006-12-23,83.839996,84.129997,83.529999,83.720001,83.720001,0
2006-12-30,83.459999,84.809998,83.150002,84.629997,84.629997,0
2007-01-06,84.639999,85.400002,84.430000,85.029999,85.029999,0
2007-01-13,84.940002,85.260002,84.639999,84.860001,84.860001,0
2007-01-20,84.900002,85.430000,84.489998,85.279999,85.279999,0
2007-01-27,85.150002,85.379997,84.400002,84.959999,84.959999,0
2007-02-03,84.980003,85.199997,84.650002,84.870003,84.870003,0
2007-02-10,84.830002,85.209999,83.940002,84.089996,84.089996,0
2007-02-17,84.099998,84.529999,83.889999,84.070000,84.070000,0
2007-02-24,83.970001,84.089996,83.400002,83.739998,83.739998,0
2007-03-03,83.730003,84.379997,83.610001,84.239998,84.239998,0
2007-03-10,84.230003,84.279999,83.029999,83.230003,83.230003,0
2007-03-17,83.169998,83.500000,82.650002,83.279999,83.279999,0
2007-03-24,83.389999,83.459999,82.639999,82.930000,82.930000,0
2007-03-31,82.910004,83.209999,82.589996,82.989998,82.989998,0
2007-04-07,83.000000,83.180000,81.970001,82.129997,82.129997,0
2007-04-14,82.029999,82.190002,81.510002,81.639999,81.639999,0
2007-04-21,81.629997,81.930000,81.269997,81.529999,81.529999,0
2007-04-28,81.519997,82.040001,81.250000,81.739998,81.739998,0
2007-05-05,81.610001,82.379997,81.540001,82.120003,82.120003,0
2007-05-12,82.099998,82.400002,81.660004,82.199997,82.199997,0
2007-05-19,82.129997,82.599998,82.080002,82.330002,82.330002,0
2007-05-26,82.349998,82.589996,82.050003,82.320000,82.320000,0
2007-06-02,82.339996,82.919998,81.699997,82.690002,82.690002,0
2007-06-09,82.709999,83.269997,82.620003,82.849998,82.849998,0
2007-06-16,82.839996,82.860001,82.320000,82.339996,82.339996,0
2007-06-23,82.339996,82.480003,81.900002,81.919998,81.919998,0
2007-06-30,81.870003,81.949997,81.239998,81.459999,81.459999,0
2007-07-07,81.459999,81.589996,80.440002,80.580002,80.580002,0
2007-07-14,80.529999,80.669998,80.120003,80.290001,80.290001,0
2007-07-21,80.129997,81.010002,80.019997,80.949997,80.949997,0
2007-07-28,80.970001,81.089996,80.160004,80.180000,80.180000,0
2007-08-04,80.110001,80.919998,79.959999,80.680000,80.680000,0
2007-08-11,80.730003,82.129997,80.620003,81.430000,81.430000,0
2007-08-18,81.320000,81.570000,80.610001,80.669998,80.669998,0
2007-08-25,80.699997,81.050003,80.440002,80.790001,80.790001,0
2007-09-01,80.809998,81.139999,79.839996,79.959999,79.959999,0
2007-09-08,79.910004,80.000000,79.300003,79.620003,79.620003,0
2007-09-15,79.660004,79.849998,78.400002,78.599998,78.599998,0
2007-09-22,78.389999,78.690002,77.669998,77.720001,77.720001,0
2007-09-29,77.790001,78.820000,77.660004,78.309998,78.309998,0
2007-10-06,78.320000,78.889999,77.959999,78.220001,78.220001,0
2007-10-13,78.209999,78.339996,77.400002,77.410004,77.410004,0
2007-10-20,77.279999,78.199997,76.980003,77.029999,77.029999,0
2007-10-27,76.870003,77.089996,76.220001,76.339996,76.339996,0
2007-11-03,76.389999,76.500000,74.980003,75.400002,75.400002,0
